bed_record_id,hospital_id,hospital_name,record_date,ward,licensed_beds,blocked_beds,usable_beds,opening_occupied_beds,admissions,transfers_in,discharges,transfers_out,deaths_or_other_exits,closing_occupied_beds,occupancy_rate_pct,occupancy_status,source_system,synthetic_flag
BED001833,KPJ_01,JCORP Specialist Hospital,2025-10-02,Medical Ward,60,1,59,44,6,1,6,1,0,44,74.58,Underutilised,Bed Management System,True
BED001834,KPJ_01,JCORP Specialist Hospital,2025-10-02,Surgical Ward,55,0,55,39,6,1,5,0,0,41,74.55,Underutilised,Bed Management System,True
BED001835,KPJ_01,JCORP Specialist Hospital,2025-10-02,Maternity Ward,45,1,44,31,4,0,4,0,0,31,70.45,Underutilised,Bed Management System,True
BED001836,KPJ_01,JCORP Specialist Hospital,2025-10-02,Paediatric Ward,40,0,40,29,3,0,3,0,0,29,72.5,Underutilised,Bed Management System,True
BED001837,KPJ_01,JCORP Specialist Hospital,2025-10-03,Medical Ward,60,1,59,44,5,0,5,1,0,43,72.88,Underutilised,Bed Management System,True
BED001838,KPJ_01,JCORP Specialist Hospital,2025-10-03,Surgical Ward,55,0,55,41,5,0,4,0,0,42,76.36,Normal,Bed Management System,True
BED001839,KPJ_01,JCORP Specialist Hospital,2025-10-03,Maternity Ward,45,0,45,31,3,0,3,0,0,31,68.89,Underutilised,Bed Management System,True
BED001840,KPJ_01,JCORP Specialist Hospital,2025-10-03,Paediatric Ward,40,1,39,29,3,0,3,0,0,29,74.36,Underutilised,Bed Management System,True
BED001841,KPJ_01,JCORP Specialist Hospital,2025-10-04,Medical Ward,60,0,60,43,4,1,4,0,0,44,73.33,Underutilised,Bed Management System,True
BED001842,KPJ_01,JCORP Specialist Hospital,2025-10-04,Surgical Ward,55,1,54,42,4,0,4,0,0,42,77.78,Normal,Bed Management System,True
BED001843,KPJ_01,JCORP Specialist Hospital,2025-10-04,Maternity Ward,45,1,44,31,3,0,3,0,0,31,70.45,Underutilised,Bed Management System,True
BED001844,KPJ_01,JCORP Specialist Hospital,2025-10-04,Paediatric Ward,40,0,40,29,2,0,2,0,0,29,72.5,Underutilised,Bed Management System,True
BED001845,KPJ_01,JCORP Specialist Hospital,2025-10-05,Medical Ward,60,1,59,44,5,1,5,1,0,44,74.58,Underutilised,Bed Management System,True
BED001846,KPJ_01,JCORP Specialist Hospital,2025-10-05,Surgical Ward,55,0,55,42,4,1,4,1,0,42,76.36,Normal,Bed Management System,True
BED001847,KPJ_01,JCORP Specialist Hospital,2025-10-05,Maternity Ward,45,0,45,31,3,0,3,1,0,30,66.67,Underutilised,Bed Management System,True
BED001848,KPJ_01,JCORP Specialist Hospital,2025-10-05,Paediatric Ward,40,0,40,29,3,0,3,0,0,29,72.5,Underutilised,Bed Management System,True
BED001849,KPJ_01,JCORP Specialist Hospital,2025-10-06,Medical Ward,60,0,60,44,5,1,5,1,0,44,73.33,Underutilised,Bed Management System,True
BED001850,KPJ_01,JCORP Specialist Hospital,2025-10-06,Surgical Ward,55,0,55,42,4,0,4,0,0,42,76.36,Normal,Bed Management System,True
BED001851,KPJ_01,JCORP Specialist Hospital,2025-10-06,Maternity Ward,45,0,45,30,3,0,3,0,0,30,66.67,Underutilised,Bed Management System,True
BED001852,KPJ_01,JCORP Specialist Hospital,2025-10-06,Paediatric Ward,40,0,40,29,2,0,2,0,0,29,72.5,Underutilised,Bed Management System,True
BED001853,KPJ_01,JCORP Specialist Hospital,2025-10-07,Medical Ward,60,0,60,44,4,1,5,1,0,43,71.67,Underutilised,Bed Management System,True
BED001854,KPJ_01,JCORP Specialist Hospital,2025-10-07,Surgical Ward,55,0,55,42,4,1,4,0,0,43,78.18,Normal,Bed Management System,True
BED001855,KPJ_01,JCORP Specialist Hospital,2025-10-07,Maternity Ward,45,0,45,30,3,0,3,0,0,30,66.67,Underutilised,Bed Management System,True
BED001856,KPJ_01,JCORP Specialist Hospital,2025-10-07,Paediatric Ward,40,0,40,29,2,0,2,0,0,29,72.5,Underutilised,Bed Management System,True
BED001857,KPJ_01,JCORP Specialist Hospital,2025-10-08,Medical Ward,60,0,60,43,6,1,5,1,0,44,73.33,Underutilised,Bed Management System,True
BED001858,KPJ_01,JCORP Specialist Hospital,2025-10-08,Surgical Ward,55,0,55,43,5,1,5,1,0,43,78.18,Normal,Bed Management System,True
BED001859,KPJ_01,JCORP Specialist Hospital,2025-10-08,Maternity Ward,45,0,45,30,4,0,3,0,0,31,68.89,Underutilised,Bed Management System,True
BED001860,KPJ_01,JCORP Specialist Hospital,2025-10-08,Paediatric Ward,40,2,38,29,3,0,3,0,0,29,76.32,Normal,Bed Management System,True
BED001861,KPJ_01,JCORP Specialist Hospital,2025-10-09,Medical Ward,60,1,59,44,6,1,5,1,0,45,76.27,Normal,Bed Management System,True
BED001862,KPJ_01,JCORP Specialist Hospital,2025-10-09,Surgical Ward,55,3,52,43,5,1,5,1,0,43,82.69,Normal,Bed Management System,True
BED001863,KPJ_01,JCORP Specialist Hospital,2025-10-09,Maternity Ward,45,1,44,31,3,0,3,0,0,31,70.45,Underutilised,Bed Management System,True
BED001864,KPJ_01,JCORP Specialist Hospital,2025-10-09,Paediatric Ward,40,0,40,29,3,0,3,0,0,29,72.5,Underutilised,Bed Management System,True
BED001865,KPJ_01,JCORP Specialist Hospital,2025-10-10,Medical Ward,60,0,60,45,5,1,4,1,0,46,76.67,Normal,Bed Management System,True
BED001866,KPJ_01,JCORP Specialist Hospital,2025-10-10,Surgical Ward,55,1,54,43,5,1,4,1,0,44,81.48,Normal,Bed Management System,True
BED001867,KPJ_01,JCORP Specialist Hospital,2025-10-10,Maternity Ward,45,1,44,31,3,0,3,0,0,31,70.45,Underutilised,Bed Management System,True
BED001868,KPJ_01,JCORP Specialist Hospital,2025-10-10,Paediatric Ward,40,1,39,29,3,0,2,0,0,30,76.92,Normal,Bed Management System,True
BED001869,KPJ_01,JCORP Specialist Hospital,2025-10-11,Medical Ward,60,0,60,46,6,1,6,1,0,46,76.67,Normal,Bed Management System,True
BED001870,KPJ_01,JCORP Specialist Hospital,2025-10-11,Surgical Ward,55,0,55,44,6,1,5,0,0,46,83.64,Normal,Bed Management System,True
BED001871,KPJ_01,JCORP Specialist Hospital,2025-10-11,Maternity Ward,45,1,44,31,4,0,3,0,0,32,72.73,Underutilised,Bed Management System,True
BED001872,KPJ_01,JCORP Specialist Hospital,2025-10-11,Paediatric Ward,40,0,40,30,3,0,3,0,0,30,75.0,Normal,Bed Management System,True
BED001873,KPJ_01,JCORP Specialist Hospital,2025-10-12,Medical Ward,60,1,59,46,6,1,5,1,0,47,79.66,Normal,Bed Management System,True
BED001874,KPJ_01,JCORP Specialist Hospital,2025-10-12,Surgical Ward,55,0,55,46,5,1,5,1,0,46,83.64,Normal,Bed Management System,True
BED001875,KPJ_01,JCORP Specialist Hospital,2025-10-12,Maternity Ward,45,0,45,32,3,0,3,0,0,32,71.11,Underutilised,Bed Management System,True
BED001876,KPJ_01,JCORP Specialist Hospital,2025-10-12,Paediatric Ward,40,0,40,30,3,0,3,0,0,30,75.0,Normal,Bed Management System,True
BED001877,KPJ_01,JCORP Specialist Hospital,2025-10-13,Medical Ward,60,0,60,47,6,1,5,1,1,47,78.33,Normal,Bed Management System,True
BED001878,KPJ_01,JCORP Specialist Hospital,2025-10-13,Surgical Ward,55,1,54,46,5,1,4,0,3,45,83.33,Normal,Bed Management System,True
BED001879,KPJ_01,JCORP Specialist Hospital,2025-10-13,Maternity Ward,45,1,44,32,4,0,3,0,0,33,75.0,Normal,Bed Management System,True
BED001880,KPJ_01,JCORP Specialist Hospital,2025-10-13,Paediatric Ward,40,1,39,30,3,0,3,0,1,29,74.36,Underutilised,Bed Management System,True
BED001881,KPJ_01,JCORP Specialist Hospital,2025-10-14,Medical Ward,60,0,60,47,5,1,4,1,0,48,80.0,Normal,Bed Management System,True
BED001882,KPJ_01,JCORP Specialist Hospital,2025-10-14,Surgical Ward,55,0,55,45,4,1,4,1,0,45,81.82,Normal,Bed Management System,True
BED001883,KPJ_01,JCORP Specialist Hospital,2025-10-14,Maternity Ward,45,0,45,33,3,1,3,1,0,33,73.33,Underutilised,Bed Management System,True
BED001884,KPJ_01,JCORP Specialist Hospital,2025-10-14,Paediatric Ward,40,0,40,29,2,1,2,0,0,30,75.0,Normal,Bed Management System,True
BED001885,KPJ_01,JCORP Specialist Hospital,2025-10-15,Medical Ward,60,0,60,48,6,1,5,1,0,49,81.67,Normal,Bed Management System,True
BED001886,KPJ_01,JCORP Specialist Hospital,2025-10-15,Surgical Ward,55,1,54,45,5,0,4,0,1,45,83.33,Normal,Bed Management System,True
BED001887,KPJ_01,JCORP Specialist Hospital,2025-10-15,Maternity Ward,45,0,45,33,3,0,3,0,0,33,73.33,Underutilised,Bed Management System,True
BED001888,KPJ_01,JCORP Specialist Hospital,2025-10-15,Paediatric Ward,40,0,40,30,3,0,2,0,1,30,75.0,Normal,Bed Management System,True
BED001889,KPJ_01,JCORP Specialist Hospital,2025-10-16,Medical Ward,60,0,60,49,6,1,5,1,0,50,83.33,Normal,Bed Management System,True
BED001890,KPJ_01,JCORP Specialist Hospital,2025-10-16,Surgical Ward,55,0,55,45,5,1,5,1,0,45,81.82,Normal,Bed Management System,True
BED001891,KPJ_01,JCORP Specialist Hospital,2025-10-16,Maternity Ward,45,0,45,33,3,0,3,1,0,32,71.11,Underutilised,Bed Management System,True
BED001892,KPJ_01,JCORP Specialist Hospital,2025-10-16,Paediatric Ward,40,0,40,30,3,0,3,0,0,30,75.0,Normal,Bed Management System,True
BED001893,KPJ_01,JCORP Specialist Hospital,2025-10-17,Medical Ward,60,0,60,50,5,1,4,1,0,51,85.0,Normal,Bed Management System,True
BED001894,KPJ_01,JCORP Specialist Hospital,2025-10-17,Surgical Ward,55,1,54,45,4,1,3,1,1,45,83.33,Normal,Bed Management System,True
BED001895,KPJ_01,JCORP Specialist Hospital,2025-10-17,Maternity Ward,45,0,45,32,3,0,2,0,0,33,73.33,Underutilised,Bed Management System,True
BED001896,KPJ_01,JCORP Specialist Hospital,2025-10-17,Paediatric Ward,40,2,38,30,3,0,2,0,0,31,81.58,Normal,Bed Management System,True
BED001897,KPJ_01,JCORP Specialist Hospital,2025-10-18,Medical Ward,60,2,58,51,6,1,6,0,3,49,84.48,Normal,Bed Management System,True
BED001898,KPJ_01,JCORP Specialist Hospital,2025-10-18,Surgical Ward,55,1,54,45,5,1,5,0,1,45,83.33,Normal,Bed Management System,True
BED001899,KPJ_01,JCORP Specialist Hospital,2025-10-18,Maternity Ward,45,1,44,33,4,1,4,0,0,34,77.27,Normal,Bed Management System,True
BED001900,KPJ_01,JCORP Specialist Hospital,2025-10-18,Paediatric Ward,40,1,39,31,3,0,3,0,0,31,79.49,Normal,Bed Management System,True
BED001901,KPJ_01,JCORP Specialist Hospital,2025-10-19,Medical Ward,60,0,60,49,4,1,4,1,0,49,81.67,Normal,Bed Management System,True
BED001902,KPJ_01,JCORP Specialist Hospital,2025-10-19,Surgical Ward,55,2,53,45,3,1,3,0,2,44,83.02,Normal,Bed Management System,True
BED001903,KPJ_01,JCORP Specialist Hospital,2025-10-19,Maternity Ward,45,0,45,34,3,1,3,0,0,35,77.78,Normal,Bed Management System,True
BED001904,KPJ_01,JCORP Specialist Hospital,2025-10-19,Paediatric Ward,40,0,40,31,2,0,2,0,0,31,77.5,Normal,Bed Management System,True
BED001905,KPJ_01,JCORP Specialist Hospital,2025-10-20,Medical Ward,60,1,59,49,6,1,6,1,0,49,83.05,Normal,Bed Management System,True
BED001906,KPJ_01,JCORP Specialist Hospital,2025-10-20,Surgical Ward,55,0,55,44,5,1,5,0,1,44,80.0,Normal,Bed Management System,True
BED001907,KPJ_01,JCORP Specialist Hospital,2025-10-20,Maternity Ward,45,0,45,35,3,1,3,0,0,36,80.0,Normal,Bed Management System,True
BED001908,KPJ_01,JCORP Specialist Hospital,2025-10-20,Paediatric Ward,40,0,40,31,3,0,3,0,0,31,77.5,Normal,Bed Management System,True
BED001909,KPJ_01,JCORP Specialist Hospital,2025-10-21,Medical Ward,60,1,59,49,6,1,5,1,0,50,84.75,Normal,Bed Management System,True
BED001910,KPJ_01,JCORP Specialist Hospital,2025-10-21,Surgical Ward,55,2,53,44,5,1,5,1,0,44,83.02,Normal,Bed Management System,True
BED001911,KPJ_01,JCORP Specialist Hospital,2025-10-21,Maternity Ward,45,1,44,36,3,1,3,1,1,35,79.55,Normal,Bed Management System,True
BED001912,KPJ_01,JCORP Specialist Hospital,2025-10-21,Paediatric Ward,40,0,40,31,3,0,3,0,0,31,77.5,Normal,Bed Management System,True
BED001913,KPJ_01,JCORP Specialist Hospital,2025-10-22,Medical Ward,60,0,60,50,5,1,5,1,0,50,83.33,Normal,Bed Management System,True
BED001914,KPJ_01,JCORP Specialist Hospital,2025-10-22,Surgical Ward,55,2,53,44,4,1,5,1,0,43,81.13,Normal,Bed Management System,True
BED001915,KPJ_01,JCORP Specialist Hospital,2025-10-22,Maternity Ward,45,1,44,35,3,0,3,1,0,34,77.27,Normal,Bed Management System,True
BED001916,KPJ_01,JCORP Specialist Hospital,2025-10-22,Paediatric Ward,40,0,40,31,3,0,3,0,0,31,77.5,Normal,Bed Management System,True
BED001917,KPJ_01,JCORP Specialist Hospital,2025-10-23,Medical Ward,60,1,59,50,6,1,5,1,1,50,84.75,Normal,Bed Management System,True
BED001918,KPJ_01,JCORP Specialist Hospital,2025-10-23,Surgical Ward,55,1,54,43,5,0,5,0,0,43,79.63,Normal,Bed Management System,True
BED001919,KPJ_01,JCORP Specialist Hospital,2025-10-23,Maternity Ward,45,0,45,34,3,0,3,0,0,34,75.56,Normal,Bed Management System,True
BED001920,KPJ_01,JCORP Specialist Hospital,2025-10-23,Paediatric Ward,40,0,40,31,3,0,3,0,0,31,77.5,Normal,Bed Management System,True
BED001921,KPJ_01,JCORP Specialist Hospital,2025-10-24,Medical Ward,60,0,60,50,6,0,6,1,0,49,81.67,Normal,Bed Management System,True
BED001922,KPJ_01,JCORP Specialist Hospital,2025-10-24,Surgical Ward,55,0,55,43,5,0,6,1,0,41,74.55,Underutilised,Bed Management System,True
BED001923,KPJ_01,JCORP Specialist Hospital,2025-10-24,Maternity Ward,45,0,45,34,3,0,4,0,0,33,73.33,Underutilised,Bed Management System,True
BED001924,KPJ_01,JCORP Specialist Hospital,2025-10-24,Paediatric Ward,40,2,38,31,3,0,3,0,0,31,81.58,Normal,Bed Management System,True
BED001925,KPJ_01,JCORP Specialist Hospital,2025-10-25,Medical Ward,60,0,60,49,5,1,4,1,0,50,83.33,Normal,Bed Management System,True
BED001926,KPJ_01,JCORP Specialist Hospital,2025-10-25,Surgical Ward,55,0,55,41,4,0,3,1,0,41,74.55,Underutilised,Bed Management System,True
BED001927,KPJ_01,JCORP Specialist Hospital,2025-10-25,Maternity Ward,45,1,44,33,3,0,3,0,0,33,75.0,Normal,Bed Management System,True
BED001928,KPJ_01,JCORP Specialist Hospital,2025-10-25,Paediatric Ward,40,0,40,31,3,0,2,0,0,32,80.0,Normal,Bed Management System,True
BED001929,KPJ_01,JCORP Specialist Hospital,2025-10-26,Medical Ward,60,0,60,50,4,1,3,1,0,51,85.0,Normal,Bed Management System,True
BED001930,KPJ_01,JCORP Specialist Hospital,2025-10-26,Surgical Ward,55,0,55,41,3,1,3,0,0,42,76.36,Normal,Bed Management System,True
BED001931,KPJ_01,JCORP Specialist Hospital,2025-10-26,Maternity Ward,45,0,45,33,3,0,2,0,0,34,75.56,Normal,Bed Management System,True
BED001932,KPJ_01,JCORP Specialist Hospital,2025-10-26,Paediatric Ward,40,1,39,32,2,0,2,0,0,32,82.05,Normal,Bed Management System,True
BED001933,KPJ_01,JCORP Specialist Hospital,2025-10-27,Medical Ward,60,1,59,51,5,1,5,1,1,50,84.75,Normal,Bed Management System,True
BED001934,KPJ_01,JCORP Specialist Hospital,2025-10-27,Surgical Ward,55,0,55,42,4,0,4,0,0,42,76.36,Normal,Bed Management System,True
BED001935,KPJ_01,JCORP Specialist Hospital,2025-10-27,Maternity Ward,45,0,45,34,3,0,3,0,0,34,75.56,Normal,Bed Management System,True
BED001936,KPJ_01,JCORP Specialist Hospital,2025-10-27,Paediatric Ward,40,0,40,32,3,0,2,0,0,33,82.5,Normal,Bed Management System,True
BED001937,KPJ_01,JCORP Specialist Hospital,2025-10-28,Medical Ward,60,0,60,50,6,1,6,1,0,50,83.33,Normal,Bed Management System,True
BED001938,KPJ_01,JCORP Specialist Hospital,2025-10-28,Surgical Ward,55,3,52,42,6,1,5,0,1,43,82.69,Normal,Bed Management System,True
BED001939,KPJ_01,JCORP Specialist Hospital,2025-10-28,Maternity Ward,45,0,45,34,4,0,4,0,0,34,75.56,Normal,Bed Management System,True
BED001940,KPJ_01,JCORP Specialist Hospital,2025-10-28,Paediatric Ward,40,3,37,33,3,0,3,0,3,30,81.08,Normal,Bed Management System,True
BED001941,KPJ_01,JCORP Specialist Hospital,2025-10-29,Medical Ward,60,0,60,50,7,1,7,1,0,50,83.33,Normal,Bed Management System,True
BED001942,KPJ_01,JCORP Specialist Hospital,2025-10-29,Surgical Ward,55,1,54,43,6,1,6,1,0,43,79.63,Normal,Bed Management System,True
BED001943,KPJ_01,JCORP Specialist Hospital,2025-10-29,Maternity Ward,45,0,45,34,5,0,5,0,0,34,75.56,Normal,Bed Management System,True
BED001944,KPJ_01,JCORP Specialist Hospital,2025-10-29,Paediatric Ward,40,0,40,30,4,0,4,0,0,30,75.0,Normal,Bed Management System,True
BED001945,KPJ_01,JCORP Specialist Hospital,2025-10-30,Medical Ward,60,0,60,50,5,0,3,1,0,51,85.0,Normal,Bed Management System,True
BED001946,KPJ_01,JCORP Specialist Hospital,2025-10-30,Surgical Ward,55,0,55,43,4,0,3,1,0,43,78.18,Normal,Bed Management System,True
BED001947,KPJ_01,JCORP Specialist Hospital,2025-10-30,Maternity Ward,45,0,45,34,3,0,2,1,0,34,75.56,Normal,Bed Management System,True
BED001948,KPJ_01,JCORP Specialist Hospital,2025-10-30,Paediatric Ward,40,2,38,30,2,0,1,0,0,31,81.58,Normal,Bed Management System,True
BED001949,KPJ_01,JCORP Specialist Hospital,2025-10-31,Medical Ward,60,0,60,51,5,0,6,1,0,49,81.67,Normal,Bed Management System,True
BED001950,KPJ_01,JCORP Specialist Hospital,2025-10-31,Surgical Ward,55,0,55,43,5,0,6,1,0,41,74.55,Underutilised,Bed Management System,True
BED001951,KPJ_01,JCORP Specialist Hospital,2025-10-31,Maternity Ward,45,0,45,34,3,0,4,0,0,33,73.33,Underutilised,Bed Management System,True
BED001952,KPJ_01,JCORP Specialist Hospital,2025-10-31,Paediatric Ward,40,0,40,31,3,0,3,0,0,31,77.5,Normal,Bed Management System,True
BED001953,KPJ_01,JCORP Specialist Hospital,2025-11-01,Medical Ward,60,1,59,49,4,1,3,1,0,50,84.75,Normal,Bed Management System,True
BED001954,KPJ_01,JCORP Specialist Hospital,2025-11-01,Surgical Ward,55,0,55,41,3,1,3,0,0,42,76.36,Normal,Bed Management System,True
BED001955,KPJ_01,JCORP Specialist Hospital,2025-11-01,Maternity Ward,45,0,45,33,2,1,2,0,0,34,75.56,Normal,Bed Management System,True
BED001956,KPJ_01,JCORP Specialist Hospital,2025-11-01,Paediatric Ward,40,0,40,31,2,0,2,0,0,31,77.5,Normal,Bed Management System,True
BED001957,KPJ_01,JCORP Specialist Hospital,2025-11-02,Medical Ward,60,2,58,50,6,1,6,1,1,49,84.48,Normal,Bed Management System,True
BED001958,KPJ_01,JCORP Specialist Hospital,2025-11-02,Surgical Ward,55,1,54,42,5,1,5,0,0,43,79.63,Normal,Bed Management System,True
BED001959,KPJ_01,JCORP Specialist Hospital,2025-11-02,Maternity Ward,45,3,42,34,4,0,4,0,0,34,80.95,Normal,Bed Management System,True
BED001960,KPJ_01,JCORP Specialist Hospital,2025-11-02,Paediatric Ward,40,2,38,31,3,0,3,0,0,31,81.58,Normal,Bed Management System,True
BED001961,KPJ_01,JCORP Specialist Hospital,2025-11-03,Medical Ward,60,1,59,49,5,1,5,1,0,49,83.05,Normal,Bed Management System,True
BED001962,KPJ_01,JCORP Specialist Hospital,2025-11-03,Surgical Ward,55,0,55,43,5,0,4,1,0,43,78.18,Normal,Bed Management System,True
BED001963,KPJ_01,JCORP Specialist Hospital,2025-11-03,Maternity Ward,45,2,43,34,3,0,3,0,0,34,79.07,Normal,Bed Management System,True
BED001964,KPJ_01,JCORP Specialist Hospital,2025-11-03,Paediatric Ward,40,0,40,31,3,0,3,0,0,31,77.5,Normal,Bed Management System,True
BED001965,KPJ_01,JCORP Specialist Hospital,2025-11-04,Medical Ward,60,0,60,49,4,1,5,1,0,48,80.0,Normal,Bed Management System,True
BED001966,KPJ_01,JCORP Specialist Hospital,2025-11-04,Surgical Ward,55,0,55,43,3,1,4,0,0,43,78.18,Normal,Bed Management System,True
BED001967,KPJ_01,JCORP Specialist Hospital,2025-11-04,Maternity Ward,45,0,45,34,3,0,3,0,0,34,75.56,Normal,Bed Management System,True
BED001968,KPJ_01,JCORP Specialist Hospital,2025-11-04,Paediatric Ward,40,1,39,31,2,0,2,0,1,30,76.92,Normal,Bed Management System,True
BED001969,KPJ_01,JCORP Specialist Hospital,2025-11-05,Medical Ward,60,1,59,48,4,1,4,1,0,48,81.36,Normal,Bed Management System,True
BED001970,KPJ_01,JCORP Specialist Hospital,2025-11-05,Surgical Ward,55,1,54,43,4,0,4,1,0,42,77.78,Normal,Bed Management System,True
BED001971,KPJ_01,JCORP Specialist Hospital,2025-11-05,Maternity Ward,45,2,43,34,3,0,3,0,0,34,79.07,Normal,Bed Management System,True
BED001972,KPJ_01,JCORP Specialist Hospital,2025-11-05,Paediatric Ward,40,0,40,30,2,0,2,0,0,30,75.0,Normal,Bed Management System,True
BED001973,KPJ_01,JCORP Specialist Hospital,2025-11-06,Medical Ward,60,1,59,48,5,1,5,1,0,48,81.36,Normal,Bed Management System,True
BED001974,KPJ_01,JCORP Specialist Hospital,2025-11-06,Surgical Ward,55,0,55,42,4,0,4,0,0,42,76.36,Normal,Bed Management System,True
BED001975,KPJ_01,JCORP Specialist Hospital,2025-11-06,Maternity Ward,45,0,45,34,3,0,3,0,0,34,75.56,Normal,Bed Management System,True
BED001976,KPJ_01,JCORP Specialist Hospital,2025-11-06,Paediatric Ward,40,0,40,30,3,0,2,0,0,31,77.5,Normal,Bed Management System,True
BED001977,KPJ_01,JCORP Specialist Hospital,2025-11-07,Medical Ward,60,2,58,48,6,1,5,1,0,49,84.48,Normal,Bed Management System,True
BED001978,KPJ_01,JCORP Specialist Hospital,2025-11-07,Surgical Ward,55,0,55,42,5,0,4,1,0,42,76.36,Normal,Bed Management System,True
BED001979,KPJ_01,JCORP Specialist Hospital,2025-11-07,Maternity Ward,45,1,44,34,3,0,3,0,0,34,77.27,Normal,Bed Management System,True
BED001980,KPJ_01,JCORP Specialist Hospital,2025-11-07,Paediatric Ward,40,0,40,31,3,0,2,0,0,32,80.0,Normal,Bed Management System,True
BED001981,KPJ_01,JCORP Specialist Hospital,2025-11-08,Medical Ward,60,0,60,49,4,1,3,1,0,50,83.33,Normal,Bed Management System,True
BED001982,KPJ_01,JCORP Specialist Hospital,2025-11-08,Surgical Ward,55,0,55,42,3,1,3,1,0,42,76.36,Normal,Bed Management System,True
BED001983,KPJ_01,JCORP Specialist Hospital,2025-11-08,Maternity Ward,45,0,45,34,3,0,2,0,0,35,77.78,Normal,Bed Management System,True
BED001984,KPJ_01,JCORP Specialist Hospital,2025-11-08,Paediatric Ward,40,1,39,32,2,0,2,0,0,32,82.05,Normal,Bed Management System,True
BED001985,KPJ_01,JCORP Specialist Hospital,2025-11-09,Medical Ward,60,1,59,50,5,1,5,1,0,50,84.75,Normal,Bed Management System,True
BED001986,KPJ_01,JCORP Specialist Hospital,2025-11-09,Surgical Ward,55,0,55,42,5,1,4,1,0,43,78.18,Normal,Bed Management System,True
