encounter_record_id,hospital_id,hospital_name,encounter_date,service_area,encounter_type,patient_encounters,queue_eligible_encounters,survey_eligible_encounters,admissions,discharges,transfers_in,transfers_out,source_system,synthetic_flag
EN001349,KPJ_01,JCORP Specialist Hospital,2025-09-23,Outpatient Department,Outpatient,360,340,266,0,0,0,0,Hospital Information System,True
EN001350,KPJ_01,JCORP Specialist Hospital,2025-09-23,Inpatient Wards,Inpatient,79,0,42,13,16,1,1,Hospital Information System,True
EN001351,KPJ_01,JCORP Specialist Hospital,2025-09-24,Emergency Department,Emergency,163,150,50,0,0,0,0,Hospital Information System,True
EN001352,KPJ_01,JCORP Specialist Hospital,2025-09-24,Outpatient Department,Outpatient,310,292,218,0,0,0,0,Hospital Information System,True
EN001353,KPJ_01,JCORP Specialist Hospital,2025-09-24,Inpatient Wards,Inpatient,89,0,47,16,15,1,1,Hospital Information System,True
EN001354,KPJ_01,JCORP Specialist Hospital,2025-09-25,Emergency Department,Emergency,167,157,66,0,0,0,0,Hospital Information System,True
EN001355,KPJ_01,JCORP Specialist Hospital,2025-09-25,Outpatient Department,Outpatient,336,322,262,0,0,0,0,Hospital Information System,True
EN001356,KPJ_01,JCORP Specialist Hospital,2025-09-25,Inpatient Wards,Inpatient,85,0,49,14,14,1,0,Hospital Information System,True
EN001357,KPJ_01,JCORP Specialist Hospital,2025-09-26,Emergency Department,Emergency,168,151,60,0,0,0,0,Hospital Information System,True
EN001358,KPJ_01,JCORP Specialist Hospital,2025-09-26,Outpatient Department,Outpatient,358,334,275,0,0,0,0,Hospital Information System,True
EN001359,KPJ_01,JCORP Specialist Hospital,2025-09-26,Inpatient Wards,Inpatient,81,0,42,18,17,2,3,Hospital Information System,True
EN001360,KPJ_01,JCORP Specialist Hospital,2025-09-27,Emergency Department,Emergency,181,162,61,0,0,0,0,Hospital Information System,True
EN001361,KPJ_01,JCORP Specialist Hospital,2025-09-27,Outpatient Department,Outpatient,118,114,87,0,0,0,0,Hospital Information System,True
EN001362,KPJ_01,JCORP Specialist Hospital,2025-09-27,Inpatient Wards,Inpatient,81,0,42,18,21,2,2,Hospital Information System,True
EN001363,KPJ_01,JCORP Specialist Hospital,2025-09-28,Emergency Department,Emergency,174,155,66,0,0,0,0,Hospital Information System,True
EN001364,KPJ_01,JCORP Specialist Hospital,2025-09-28,Outpatient Department,Outpatient,111,107,88,0,0,0,0,Hospital Information System,True
EN001365,KPJ_01,JCORP Specialist Hospital,2025-09-28,Inpatient Wards,Inpatient,88,0,52,15,15,2,1,Hospital Information System,True
EN001366,KPJ_01,JCORP Specialist Hospital,2025-09-29,Emergency Department,Emergency,158,144,48,0,0,0,0,Hospital Information System,True
EN001367,KPJ_01,JCORP Specialist Hospital,2025-09-29,Outpatient Department,Outpatient,385,372,270,0,0,0,0,Hospital Information System,True
EN001368,KPJ_01,JCORP Specialist Hospital,2025-09-29,Inpatient Wards,Inpatient,85,0,44,15,17,2,2,Hospital Information System,True
EN001369,KPJ_01,JCORP Specialist Hospital,2025-09-30,Emergency Department,Emergency,155,143,48,0,0,0,0,Hospital Information System,True
EN001370,KPJ_01,JCORP Specialist Hospital,2025-09-30,Outpatient Department,Outpatient,296,285,210,0,0,0,0,Hospital Information System,True
EN001371,KPJ_01,JCORP Specialist Hospital,2025-09-30,Inpatient Wards,Inpatient,88,0,48,10,9,3,2,Hospital Information System,True
EN001372,KPJ_01,JCORP Specialist Hospital,2025-10-01,Emergency Department,Emergency,151,141,53,0,0,0,0,Hospital Information System,True
EN001373,KPJ_01,JCORP Specialist Hospital,2025-10-01,Outpatient Department,Outpatient,376,365,270,0,0,0,0,Hospital Information System,True
EN001374,KPJ_01,JCORP Specialist Hospital,2025-10-01,Inpatient Wards,Inpatient,89,0,50,18,17,1,3,Hospital Information System,True
EN001375,KPJ_01,JCORP Specialist Hospital,2025-10-02,Emergency Department,Emergency,149,137,50,0,0,0,0,Hospital Information System,True
EN001376,KPJ_01,JCORP Specialist Hospital,2025-10-02,Outpatient Department,Outpatient,364,340,272,0,0,0,0,Hospital Information System,True
EN001377,KPJ_01,JCORP Specialist Hospital,2025-10-02,Inpatient Wards,Inpatient,100,0,58,19,18,2,1,Hospital Information System,True
EN001378,KPJ_01,JCORP Specialist Hospital,2025-10-03,Emergency Department,Emergency,165,154,56,0,0,0,0,Hospital Information System,True
EN001379,KPJ_01,JCORP Specialist Hospital,2025-10-03,Outpatient Department,Outpatient,351,329,249,0,0,0,0,Hospital Information System,True
EN001380,KPJ_01,JCORP Specialist Hospital,2025-10-03,Inpatient Wards,Inpatient,86,0,50,16,15,0,1,Hospital Information System,True
EN001381,KPJ_01,JCORP Specialist Hospital,2025-10-04,Emergency Department,Emergency,191,179,60,0,0,0,0,Hospital Information System,True
EN001382,KPJ_01,JCORP Specialist Hospital,2025-10-04,Outpatient Department,Outpatient,129,121,102,0,0,0,0,Hospital Information System,True
EN001383,KPJ_01,JCORP Specialist Hospital,2025-10-04,Inpatient Wards,Inpatient,81,0,48,13,13,1,0,Hospital Information System,True
EN001384,KPJ_01,JCORP Specialist Hospital,2025-10-05,Emergency Department,Emergency,201,187,66,0,0,0,0,Hospital Information System,True
EN001385,KPJ_01,JCORP Specialist Hospital,2025-10-05,Outpatient Department,Outpatient,133,125,102,0,0,0,0,Hospital Information System,True
EN001386,KPJ_01,JCORP Specialist Hospital,2025-10-05,Inpatient Wards,Inpatient,82,0,49,15,15,2,3,Hospital Information System,True
EN001387,KPJ_01,JCORP Specialist Hospital,2025-10-06,Emergency Department,Emergency,164,148,65,0,0,0,0,Hospital Information System,True
EN001388,KPJ_01,JCORP Specialist Hospital,2025-10-06,Outpatient Department,Outpatient,372,348,272,0,0,0,0,Hospital Information System,True
EN001389,KPJ_01,JCORP Specialist Hospital,2025-10-06,Inpatient Wards,Inpatient,89,0,45,14,14,1,1,Hospital Information System,True
EN001390,KPJ_01,JCORP Specialist Hospital,2025-10-07,Emergency Department,Emergency,170,153,67,0,0,0,0,Hospital Information System,True
EN001391,KPJ_01,JCORP Specialist Hospital,2025-10-07,Outpatient Department,Outpatient,338,319,249,0,0,0,0,Hospital Information System,True
EN001392,KPJ_01,JCORP Specialist Hospital,2025-10-07,Inpatient Wards,Inpatient,75,0,44,13,14,2,1,Hospital Information System,True
EN001393,KPJ_01,JCORP Specialist Hospital,2025-10-08,Emergency Department,Emergency,173,155,55,0,0,0,0,Hospital Information System,True
EN001394,KPJ_01,JCORP Specialist Hospital,2025-10-08,Outpatient Department,Outpatient,376,361,287,0,0,0,0,Hospital Information System,True
EN001395,KPJ_01,JCORP Specialist Hospital,2025-10-08,Inpatient Wards,Inpatient,92,0,47,18,16,2,2,Hospital Information System,True
EN001396,KPJ_01,JCORP Specialist Hospital,2025-10-09,Emergency Department,Emergency,150,139,46,0,0,0,0,Hospital Information System,True
EN001397,KPJ_01,JCORP Specialist Hospital,2025-10-09,Outpatient Department,Outpatient,328,302,254,0,0,0,0,Hospital Information System,True
EN001398,KPJ_01,JCORP Specialist Hospital,2025-10-09,Inpatient Wards,Inpatient,93,0,50,17,16,2,2,Hospital Information System,True
EN001399,KPJ_01,JCORP Specialist Hospital,2025-10-10,Emergency Department,Emergency,174,157,60,0,0,0,0,Hospital Information System,True
EN001400,KPJ_01,JCORP Specialist Hospital,2025-10-10,Outpatient Department,Outpatient,361,334,283,0,0,0,0,Hospital Information System,True
EN001401,KPJ_01,JCORP Specialist Hospital,2025-10-10,Inpatient Wards,Inpatient,94,0,52,16,13,2,2,Hospital Information System,True
EN001402,KPJ_01,JCORP Specialist Hospital,2025-10-11,Emergency Department,Emergency,183,165,56,0,0,0,0,Hospital Information System,True
EN001403,KPJ_01,JCORP Specialist Hospital,2025-10-11,Outpatient Department,Outpatient,124,117,91,0,0,0,0,Hospital Information System,True
EN001404,KPJ_01,JCORP Specialist Hospital,2025-10-11,Inpatient Wards,Inpatient,98,0,52,19,17,2,1,Hospital Information System,True
EN001405,KPJ_01,JCORP Specialist Hospital,2025-10-12,Emergency Department,Emergency,198,184,79,0,0,0,0,Hospital Information System,True
EN001406,KPJ_01,JCORP Specialist Hospital,2025-10-12,Outpatient Department,Outpatient,138,130,103,0,0,0,0,Hospital Information System,True
EN001407,KPJ_01,JCORP Specialist Hospital,2025-10-12,Inpatient Wards,Inpatient,86,0,46,17,16,2,2,Hospital Information System,True
EN001408,KPJ_01,JCORP Specialist Hospital,2025-10-13,Emergency Department,Emergency,170,156,54,0,0,0,0,Hospital Information System,True
EN001409,KPJ_01,JCORP Specialist Hospital,2025-10-13,Outpatient Department,Outpatient,357,334,261,0,0,0,0,Hospital Information System,True
EN001410,KPJ_01,JCORP Specialist Hospital,2025-10-13,Inpatient Wards,Inpatient,94,0,52,18,15,2,1,Hospital Information System,True
EN001411,KPJ_01,JCORP Specialist Hospital,2025-10-14,Emergency Department,Emergency,179,162,67,0,0,0,0,Hospital Information System,True
EN001412,KPJ_01,JCORP Specialist Hospital,2025-10-14,Outpatient Department,Outpatient,343,319,270,0,0,0,0,Hospital Information System,True
EN001413,KPJ_01,JCORP Specialist Hospital,2025-10-14,Inpatient Wards,Inpatient,80,0,45,14,13,4,3,Hospital Information System,True
EN001414,KPJ_01,JCORP Specialist Hospital,2025-10-15,Emergency Department,Emergency,150,136,53,0,0,0,0,Hospital Information System,True
EN001415,KPJ_01,JCORP Specialist Hospital,2025-10-15,Outpatient Department,Outpatient,300,277,231,0,0,0,0,Hospital Information System,True
EN001416,KPJ_01,JCORP Specialist Hospital,2025-10-15,Inpatient Wards,Inpatient,89,0,48,17,14,1,1,Hospital Information System,True
EN001417,KPJ_01,JCORP Specialist Hospital,2025-10-16,Emergency Department,Emergency,172,157,67,0,0,0,0,Hospital Information System,True
EN001418,KPJ_01,JCORP Specialist Hospital,2025-10-16,Outpatient Department,Outpatient,366,339,282,0,0,0,0,Hospital Information System,True
EN001419,KPJ_01,JCORP Specialist Hospital,2025-10-16,Inpatient Wards,Inpatient,84,0,44,17,16,2,3,Hospital Information System,True
EN001420,KPJ_01,JCORP Specialist Hospital,2025-10-17,Emergency Department,Emergency,184,171,71,0,0,0,0,Hospital Information System,True
EN001421,KPJ_01,JCORP Specialist Hospital,2025-10-17,Outpatient Department,Outpatient,303,283,240,0,0,0,0,Hospital Information System,True
EN001422,KPJ_01,JCORP Specialist Hospital,2025-10-17,Inpatient Wards,Inpatient,84,0,48,15,11,2,2,Hospital Information System,True
EN001423,KPJ_01,JCORP Specialist Hospital,2025-10-18,Emergency Department,Emergency,200,186,77,0,0,0,0,Hospital Information System,True
EN001424,KPJ_01,JCORP Specialist Hospital,2025-10-18,Outpatient Department,Outpatient,123,117,88,0,0,0,0,Hospital Information System,True
EN001425,KPJ_01,JCORP Specialist Hospital,2025-10-18,Inpatient Wards,Inpatient,95,0,51,18,18,3,0,Hospital Information System,True
EN001426,KPJ_01,JCORP Specialist Hospital,2025-10-19,Emergency Department,Emergency,188,175,66,0,0,0,0,Hospital Information System,True
EN001427,KPJ_01,JCORP Specialist Hospital,2025-10-19,Outpatient Department,Outpatient,137,127,109,0,0,0,0,Hospital Information System,True
EN001428,KPJ_01,JCORP Specialist Hospital,2025-10-19,Inpatient Wards,Inpatient,79,0,46,12,12,3,1,Hospital Information System,True
EN001429,KPJ_01,JCORP Specialist Hospital,2025-10-20,Emergency Department,Emergency,162,148,50,0,0,0,0,Hospital Information System,True
EN001430,KPJ_01,JCORP Specialist Hospital,2025-10-20,Outpatient Department,Outpatient,395,365,299,0,0,0,0,Hospital Information System,True
EN001431,KPJ_01,JCORP Specialist Hospital,2025-10-20,Inpatient Wards,Inpatient,94,0,52,17,17,3,1,Hospital Information System,True
EN001432,KPJ_01,JCORP Specialist Hospital,2025-10-21,Emergency Department,Emergency,162,152,64,0,0,0,0,Hospital Information System,True
EN001433,KPJ_01,JCORP Specialist Hospital,2025-10-21,Outpatient Department,Outpatient,390,372,311,0,0,0,0,Hospital Information System,True
EN001434,KPJ_01,JCORP Specialist Hospital,2025-10-21,Inpatient Wards,Inpatient,86,0,46,17,16,3,3,Hospital Information System,True
EN001435,KPJ_01,JCORP Specialist Hospital,2025-10-22,Emergency Department,Emergency,156,146,50,0,0,0,0,Hospital Information System,True
EN001436,KPJ_01,JCORP Specialist Hospital,2025-10-22,Outpatient Department,Outpatient,356,330,252,0,0,0,0,Hospital Information System,True
EN001437,KPJ_01,JCORP Specialist Hospital,2025-10-22,Inpatient Wards,Inpatient,93,0,53,15,16,2,3,Hospital Information System,True
EN001438,KPJ_01,JCORP Specialist Hospital,2025-10-23,Emergency Department,Emergency,172,161,64,0,0,0,0,Hospital Information System,True
EN001439,KPJ_01,JCORP Specialist Hospital,2025-10-23,Outpatient Department,Outpatient,307,297,238,0,0,0,0,Hospital Information System,True
EN001440,KPJ_01,JCORP Specialist Hospital,2025-10-23,Inpatient Wards,Inpatient,99,0,57,17,16,1,1,Hospital Information System,True
EN001441,KPJ_01,JCORP Specialist Hospital,2025-10-24,Emergency Department,Emergency,185,172,64,0,0,0,0,Hospital Information System,True
EN001442,KPJ_01,JCORP Specialist Hospital,2025-10-24,Outpatient Department,Outpatient,352,337,248,0,0,0,0,Hospital Information System,True
EN001443,KPJ_01,JCORP Specialist Hospital,2025-10-24,Inpatient Wards,Inpatient,90,0,50,17,19,0,2,Hospital Information System,True
EN001444,KPJ_01,JCORP Specialist Hospital,2025-10-25,Emergency Department,Emergency,188,172,73,0,0,0,0,Hospital Information System,True
EN001445,KPJ_01,JCORP Specialist Hospital,2025-10-25,Outpatient Department,Outpatient,135,126,107,0,0,0,0,Hospital Information System,True
EN001446,KPJ_01,JCORP Specialist Hospital,2025-10-25,Inpatient Wards,Inpatient,72,0,38,15,12,1,2,Hospital Information System,True
EN001447,KPJ_01,JCORP Specialist Hospital,2025-10-26,Emergency Department,Emergency,222,206,78,0,0,0,0,Hospital Information System,True
EN001448,KPJ_01,JCORP Specialist Hospital,2025-10-26,Outpatient Department,Outpatient,123,115,88,0,0,0,0,Hospital Information System,True
EN001449,KPJ_01,JCORP Specialist Hospital,2025-10-26,Inpatient Wards,Inpatient,81,0,47,12,10,2,1,Hospital Information System,True
EN001450,KPJ_01,JCORP Specialist Hospital,2025-10-27,Emergency Department,Emergency,163,148,60,0,0,0,0,Hospital Information System,True
EN001451,KPJ_01,JCORP Specialist Hospital,2025-10-27,Outpatient Department,Outpatient,396,379,283,0,0,0,0,Hospital Information System,True
EN001452,KPJ_01,JCORP Specialist Hospital,2025-10-27,Inpatient Wards,Inpatient,90,0,46,15,14,1,1,Hospital Information System,True
EN001453,KPJ_01,JCORP Specialist Hospital,2025-10-28,Emergency Department,Emergency,173,156,69,0,0,0,0,Hospital Information System,True
EN001454,KPJ_01,JCORP Specialist Hospital,2025-10-28,Outpatient Department,Outpatient,326,313,243,0,0,0,0,Hospital Information System,True
EN001455,KPJ_01,JCORP Specialist Hospital,2025-10-28,Inpatient Wards,Inpatient,92,0,54,19,18,2,1,Hospital Information System,True
EN001456,KPJ_01,JCORP Specialist Hospital,2025-10-29,Emergency Department,Emergency,180,165,65,0,0,0,0,Hospital Information System,True
EN001457,KPJ_01,JCORP Specialist Hospital,2025-10-29,Outpatient Department,Outpatient,343,328,244,0,0,0,0,Hospital Information System,True
EN001458,KPJ_01,JCORP Specialist Hospital,2025-10-29,Inpatient Wards,Inpatient,104,0,57,22,22,2,2,Hospital Information System,True
EN001459,KPJ_01,JCORP Specialist Hospital,2025-10-30,Emergency Department,Emergency,171,159,59,0,0,0,0,Hospital Information System,True
EN001460,KPJ_01,JCORP Specialist Hospital,2025-10-30,Outpatient Department,Outpatient,314,293,249,0,0,0,0,Hospital Information System,True
EN001461,KPJ_01,JCORP Specialist Hospital,2025-10-30,Inpatient Wards,Inpatient,95,0,48,14,9,0,3,Hospital Information System,True
EN001462,KPJ_01,JCORP Specialist Hospital,2025-10-31,Emergency Department,Emergency,166,154,59,0,0,0,0,Hospital Information System,True
EN001463,KPJ_01,JCORP Specialist Hospital,2025-10-31,Outpatient Department,Outpatient,334,312,252,0,0,0,0,Hospital Information System,True
EN001464,KPJ_01,JCORP Specialist Hospital,2025-10-31,Inpatient Wards,Inpatient,96,0,52,16,19,0,2,Hospital Information System,True
EN001465,KPJ_01,JCORP Specialist Hospital,2025-11-01,Emergency Department,Emergency,190,176,75,0,0,0,0,Hospital Information System,True
EN001466,KPJ_01,JCORP Specialist Hospital,2025-11-01,Outpatient Department,Outpatient,124,115,90,0,0,0,0,Hospital Information System,True
EN001467,KPJ_01,JCORP Specialist Hospital,2025-11-01,Inpatient Wards,Inpatient,81,0,43,11,10,3,1,Hospital Information System,True
EN001468,KPJ_01,JCORP Specialist Hospital,2025-11-02,Emergency Department,Emergency,195,179,64,0,0,0,0,Hospital Information System,True
EN001469,KPJ_01,JCORP Specialist Hospital,2025-11-02,Outpatient Department,Outpatient,157,147,114,0,0,0,0,Hospital Information System,True
EN001470,KPJ_01,JCORP Specialist Hospital,2025-11-02,Inpatient Wards,Inpatient,85,0,45,18,18,2,1,Hospital Information System,True
EN001471,KPJ_01,JCORP Specialist Hospital,2025-11-03,Emergency Department,Emergency,149,139,46,0,0,0,0,Hospital Information System,True
EN001472,KPJ_01,JCORP Specialist Hospital,2025-11-03,Outpatient Department,Outpatient,409,379,292,0,0,0,0,Hospital Information System,True
EN001473,KPJ_01,JCORP Specialist Hospital,2025-11-03,Inpatient Wards,Inpatient,97,0,54,16,15,1,2,Hospital Information System,True
EN001474,KPJ_01,JCORP Specialist Hospital,2025-11-04,Emergency Department,Emergency,194,181,62,0,0,0,0,Hospital Information System,True
EN001475,KPJ_01,JCORP Specialist Hospital,2025-11-04,Outpatient Department,Outpatient,356,334,272,0,0,0,0,Hospital Information System,True
EN001476,KPJ_01,JCORP Specialist Hospital,2025-11-04,Inpatient Wards,Inpatient,90,0,46,12,14,2,1,Hospital Information System,True
EN001477,KPJ_01,JCORP Specialist Hospital,2025-11-05,Emergency Department,Emergency,180,169,62,0,0,0,0,Hospital Information System,True
EN001478,KPJ_01,JCORP Specialist Hospital,2025-11-05,Outpatient Department,Outpatient,340,315,269,0,0,0,0,Hospital Information System,True
EN001479,KPJ_01,JCORP Specialist Hospital,2025-11-05,Inpatient Wards,Inpatient,82,0,47,13,13,1,2,Hospital Information System,True
EN001480,KPJ_01,JCORP Specialist Hospital,2025-11-06,Emergency Department,Emergency,148,139,47,0,0,0,0,Hospital Information System,True
EN001481,KPJ_01,JCORP Specialist Hospital,2025-11-06,Outpatient Department,Outpatient,272,261,208,0,0,0,0,Hospital Information System,True
